pod_id;pic_id;avtor;time;podpis;opisanie;size;shows;pic_link;tn_link
38;1737;Blade;03.03.2010 2:03;...;...;39621;1697;img/pics/1737.jpg;img/tn_pics/1737.jpg
38;1738;Blade;03.03.2010 0:47;...;...;73098;1763;img/pics/1738.jpg;img/tn_pics/1738.jpg
38;1739;Blade;03.03.2010 2:46;...;...;93605;1776;img/pics/1739.jpg;img/tn_pics/1739.jpg
38;1740;Blade;03.03.2010 2:25;...;...;45235;1905;img/pics/1740.jpg;img/tn_pics/1740.jpg
38;1741;Blade;03.03.2010 2:50;...;...;48513;1578;img/pics/1741.jpg;img/tn_pics/1741.jpg
38;1742;Blade;03.03.2010 1:19;...;...;63417;1703;img/pics/1742.jpg;img/tn_pics/1742.jpg
38;1743;Blade;03.03.2010 2:54;...;...;44002;1705;img/pics/1743.jpg;img/tn_pics/1743.jpg
36;1745;Blade;02.03.2010 11:05;...;...;180853;2106;img/pics/1745.jpg;img/tn_pics/1745.jpg
36;1746;Blade;02.03.2010 10:23;...;...;192316;2122;img/pics/1746.jpg;img/tn_pics/1746.jpg
36;1748;Blade;02.03.2010 6:15;...;...;119463;1979;img/pics/1748.jpg;img/tn_pics/1748.jpg
36;1749;Blade;02.03.2010 9:32;...;...;77387;1898;img/pics/1749.jpg;img/tn_pics/1749.jpg
36;1750;Blade;02.03.2010 7:30;...;...;171919;1963;img/pics/1750.jpg;img/tn_pics/1750.jpg
36;1751;Blade;02.03.2010 6:21;...;...;189616;2141;img/pics/1751.jpg;img/tn_pics/1751.jpg
36;1752;Blade;02.03.2010 5:37;...;...;147642;2043;img/pics/1752.jpg;img/tn_pics/1752.jpg
36;1755;Blade;05.03.2010 4:01;...;...;133090;1646;img/pics/1755.jpg;img/tn_pics/1755.jpg
36;1754;Blade;02.03.2010 8:01;...;...;97094;1910;img/pics/1754.jpg;img/tn_pics/1754.jpg
36;1756;Blade;05.03.2010 11:45;...;...;119327;1704;img/pics/1756.jpg;img/tn_pics/1756.jpg
36;1757;Blade;05.03.2010 3:46;...;...;150081;1649;img/pics/1757.jpg;img/tn_pics/1757.jpg
36;1758;Blade;05.03.2010 3:56;...;...;198597;1640;img/pics/1758.jpg;img/tn_pics/1758.jpg
21;1389;Blade;07.03.2010 19:32;...;...;95910;1097;img/pics/1389.jpg;img/tn_pics/1389.jpg
21;1388;Blade;08.03.2010 2:37;...;...;96040;1234;img/pics/1388.jpg;img/tn_pics/1388.jpg
20;1315;Blade;08.03.2010 15:47;МВ;...;107558;1326;img/pics/1315.jpg;img/tn_pics/1315.jpg
20;1316;Blade;08.03.2010 13:32;...;...;74980;1241;img/pics/1316.jpg;img/tn_pics/1316.jpg
20;1317;Blade;08.03.2010 0:42;ТМ;...;62855;1175;img/pics/1317.jpg;img/tn_pics/1317.jpg
20;1318;Blade;08.03.2010 5:31;Большая туса!!!;...;141057;1443;img/pics/1318.jpg;img/tn_pics/1318.jpg
20;1319;Blade;07.03.2010 18:50;Большая туса - 2;...;103420;1319;img/pics/1319.jpg;img/tn_pics/1319.jpg
20;1320;Blade;07.03.2010 20:53;...;...;81326;1202;img/pics/1320.jpg;img/tn_pics/1320.jpg
20;1321;Blade;08.03.2010 6:28;...;...;70845;1179;img/pics/1321.jpg;img/tn_pics/1321.jpg
20;1322;Blade;07.03.2010 20:39;...;...;70882;1152;img/pics/1322.jpg;img/tn_pics/1322.jpg
20;1323;Blade;07.03.2010 22:05;...;...;62020;1193;img/pics/1323.jpg;img/tn_pics/1323.jpg
20;1324;Blade;08.03.2010 7:28;БИ2;...;74826;1125;img/pics/1324.jpg;img/tn_pics/1324.jpg
20;1325;Blade;07.03.2010 22:32;Лёва;...;70074;1206;img/pics/1325.jpg;img/tn_pics/1325.jpg
20;1326;Blade;07.03.2010 21:45;...;...;62614;1127;img/pics/1326.jpg;img/tn_pics/1326.jpg
20;1327;Blade;07.03.2010 18:27;...;...;63553;1097;img/pics/1327.jpg;img/tn_pics/1327.jpg
20;1328;Blade;08.03.2010 2:00;Чичерина что-то орет :);...;70246;1226;img/pics/1328.jpg;img/tn_pics/1328.jpg
20;1329;Blade;07.03.2010 23:39;...;...;65063;1143;img/pics/1329.jpg;img/tn_pics/1329.jpg
20;1330;Blade;07.03.2010 18:13;...;...;66053;1193;img/pics/1330.jpg;img/tn_pics/1330.jpg
20;1331;Blade;07.03.2010 18:16;...;...;61756;1148;img/pics/1331.jpg;img/tn_pics/1331.jpg
20;1332;Blade;07.03.2010 21:22;Тусааа!;...;111455;1453;img/pics/1332.jpg;img/tn_pics/1332.jpg
20;1333;Blade;02.03.2010 23:27;...;...;73880;1308;img/pics/1333.jpg;img/tn_pics/1333.jpg
21;1334;Blade;02.03.2010 6:41;...;...;127986;2533;img/pics/1334.JPG;img/tn_pics/1334.JPG
21;1335;Blade;02.03.2010 11:37;...;...;135113;2250;img/pics/1335.JPG;img/tn_pics/1335.JPG
21;1336;Blade;02.03.2010 8:57;...;...;129682;2130;img/pics/1336.JPG;img/tn_pics/1336.JPG
21;1337;Blade;02.03.2010 13:25;...;...;115783;2167;img/pics/1337.jpg;img/tn_pics/1337.jpg
21;1338;Blade;02.03.2010 11:53;...;...;128799;2158;img/pics/1338.jpg;img/tn_pics/1338.jpg
21;1339;Blade;02.03.2010 13:06;...;...;114968;2151;img/pics/1339.jpg;img/tn_pics/1339.jpg
21;1340;Blade;02.03.2010 10:46;...;...;130673;2001;img/pics/1340.jpg;img/tn_pics/1340.jpg
21;1341;Blade;02.03.2010 8:04;...;...;133484;2075;img/pics/1341.jpg;img/tn_pics/1341.jpg
21;1342;Blade;04.03.2010 23:45;...;...;130968;1828;img/pics/1342.JPG;img/tn_pics/1342.JPG
21;1343;Blade;05.03.2010 4:32;...;...;85797;1688;img/pics/1343.jpg;img/tn_pics/1343.jpg
21;1344;Blade;05.03.2010 4:07;...;...;124738;1762;img/pics/1344.jpg;img/tn_pics/1344.jpg
21;1345;Blade;04.03.2010 15:56;...;...;138494;1804;img/pics/1345.jpg;img/tn_pics/1345.jpg
21;1346;Blade;04.03.2010 18:17;...;...;125297;1695;img/pics/1346.jpg;img/tn_pics/1346.jpg
21;1347;Blade;04.03.2010 16:16;...;...;132873;1756;img/pics/1347.jpg;img/tn_pics/1347.jpg
21;1348;Blade;05.03.2010 3:34;...;...;140938;1759;img/pics/1348.jpg;img/tn_pics/1348.jpg
21;1349;Blade;04.03.2010 19:48;...;...;116546;1701;img/pics/1349.JPG;img/tn_pics/1349.JPG
21;1350;Blade;05.03.2010 1:46;...;...;111893;1767;img/pics/1350.JPG;img/tn_pics/1350.JPG
21;1351;Blade;04.03.2010 23:35;...;...;118677;1728;img/pics/1351.JPG;img/tn_pics/1351.JPG
21;1352;Blade;04.03.2010 14:56;...;...;94818;1950;img/pics/1352.jpg;img/tn_pics/1352.jpg
21;1353;Blade;04.03.2010 17:18;...;...;76079;1962;img/pics/1353.jpg;img/tn_pics/1353.jpg
21;1354;Blade;04.03.2010 22:30;...;...;102248;2082;img/pics/1354.jpg;img/tn_pics/1354.jpg
21;1355;Blade;04.03.2010 17:29;...;...;121481;1764;img/pics/1355.jpg;img/tn_pics/1355.jpg
21;1356;Blade;04.03.2010 20:26;...;...;104832;1835;img/pics/1356.jpg;img/tn_pics/1356.jpg
21;1357;Blade;05.03.2010 7:04;...;...;94913;1800;img/pics/1357.jpg;img/tn_pics/1357.jpg
21;1358;Blade;04.03.2010 17:58;...;...;98310;1796;img/pics/1358.jpg;img/tn_pics/1358.jpg
21;1359;Blade;05.03.2010 9:45;...;...;92699;1708;img/pics/1359.jpg;img/tn_pics/1359.jpg
21;1360;Blade;05.03.2010 13:00;...;...;84770;1739;img/pics/1360.jpg;img/tn_pics/1360.jpg
21;1361;Blade;05.03.2010 11:26;...;...;64707;1825;img/pics/1361.jpg;img/tn_pics/1361.jpg
21;1362;Blade;04.03.2010 18:08;...;...;97410;1915;img/pics/1362.jpg;img/tn_pics/1362.jpg
21;1363;Blade;05.03.2010 0:59;...;...;52687;1769;img/pics/1363.jpg;img/tn_pics/1363.jpg
21;1364;Blade;05.03.2010 12:52;...;...;84029;1914;img/pics/1364.jpg;img/tn_pics/1364.jpg
21;1365;Blade;04.03.2010 15:21;...;...;90450;1751;img/pics/1365.jpg;img/tn_pics/1365.jpg
21;1366;Blade;05.03.2010 5:50;...;...;125678;1781;img/pics/1366.jpg;img/tn_pics/1366.jpg
21;1367;Blade;05.03.2010 8:06;...;...;83835;1875;img/pics/1367.jpg;img/tn_pics/1367.jpg
21;1368;Blade;05.03.2010 5:02;...;...;87352;1812;img/pics/1368.jpg;img/tn_pics/1368.jpg
21;1369;Blade;05.03.2010 11:50;...;...;90172;1895;img/pics/1369.jpg;img/tn_pics/1369.jpg
21;1370;Blade;05.03.2010 7:21;...;...;100776;1759;img/pics/1370.jpg;img/tn_pics/1370.jpg
21;1371;Blade;05.03.2010 11:10;...;...;114346;1827;img/pics/1371.jpg;img/tn_pics/1371.jpg
21;1372;Blade;05.03.2010 10:20;...;...;97087;1792;img/pics/1372.jpg;img/tn_pics/1372.jpg
21;1373;Blade;05.03.2010 6:46;...;...;90583;1756;img/pics/1373.jpg;img/tn_pics/1373.jpg
21;1374;Blade;08.03.2010 1:42;...;...;87538;1741;img/pics/1374.jpg;img/tn_pics/1374.jpg
21;1375;Blade;07.03.2010 20:56;...;...;81763;1740;img/pics/1375.jpg;img/tn_pics/1375.jpg
21;1376;Blade;08.03.2010 0:23;...;...;74231;1642;img/pics/1376.jpg;img/tn_pics/1376.jpg
21;1377;Blade;08.03.2010 0:59;...;...;55710;1659;img/pics/1377.jpg;img/tn_pics/1377.jpg
21;1378;Blade;07.03.2010 23:18;...;...;99652;1666;img/pics/1378.jpg;img/tn_pics/1378.jpg
21;1379;Blade;07.03.2010 21:40;...;...;97050;1131;img/pics/1379.jpg;img/tn_pics/1379.jpg
21;1380;Blade;07.03.2010 19:51;...;...;101678;1165;img/pics/1380.jpg;img/tn_pics/1380.jpg
21;1381;Blade;07.03.2010 20:12;...;...;94000;1143;img/pics/1381.jpg;img/tn_pics/1381.jpg
21;1382;Blade;08.03.2010 0:45;...;...;97669;1127;img/pics/1382.jpg;img/tn_pics/1382.jpg
21;1383;Blade;08.03.2010 1:45;...;...;94616;1160;img/pics/1383.jpg;img/tn_pics/1383.jpg
21;1384;Blade;07.03.2010 19:01;...;...;97613;1318;img/pics/1384.jpg;img/tn_pics/1384.jpg
21;1385;Blade;07.03.2010 19:01;...;...;112044;1176;img/pics/1385.jpg;img/tn_pics/1385.jpg
21;1386;Blade;08.03.2010 4:21;...;...;90260;1278;img/pics/1386.jpg;img/tn_pics/1386.jpg
21;1387;Blade;08.03.2010 3:07;...;...;93559;1230;img/pics/1387.jpg;img/tn_pics/1387.jpg
20;1314;Blade;08.03.2010 13:38;ХЗ - 2;...;59198;1228;img/pics/1314.jpg;img/tn_pics/1314.jpg
20;1313;Blade;08.03.2010 13:48;ХЗ;...;69837;1260;img/pics/1313.jpg;img/tn_pics/1313.jpg
20;1310;Blade;08.03.2010 10:41;Дальний план;...;59217;1237;img/pics/1310.jpg;img/tn_pics/1310.jpg
20;1311;Blade;08.03.2010 11:35;На своей бы так не танцевал!;...;46159;1499;img/pics/1311.jpg;img/tn_pics/1311.jpg
20;1312;Blade;08.03.2010 14:26;Макаревич и Ко;...;80037;1231;img/pics/1312.jpg;img/tn_pics/1312.jpg
20;1309;Blade;08.03.2010 12:58;Танцы -;...;84490;1230;img/pics/1309.jpg;img/tn_pics/1309.jpg
20;1308;Blade;08.03.2010 7:28;Минусовка на сцене;...;99098;1253;img/pics/1308.jpg;img/tn_pics/1308.jpg
20;1307;Blade;08.03.2010 0:01;Аж как-то лето вспомнилось!;...;93825;1195;img/pics/1307.jpg;img/tn_pics/1307.jpg
20;1306;Blade;08.03.2010 9:33;Зрители ;...;74146;1431;img/pics/1306.jpg;img/tn_pics/1306.jpg
20;1305;Blade;08.03.2010 10:33;2 girls ;...;68952;1917;img/pics/1305.jpg;img/tn_pics/1305.jpg
31;1154;Blade;02.03.2010 12:10;Боголюбов Александр Николаевич;...;13655;3178;img/pics/1154.jpg;img/tn_pics/1154.jpg
31;1153;Blade;02.03.2010 9:27;Авакянц Лев Павлович;...;11225;2827;img/pics/1153.jpg;img/tn_pics/1153.jpg
31;1152;Blade;02.03.2010 10:06;Селиверстов Алексей Валентинович ;Сильвер... Просто Сильвер :);17947;3210;img/pics/1152.jpg;img/tn_pics/1152.jpg
20;1304;Blade;08.03.2010 0:12;Девушка, шест...;...;93331;1904;img/pics/1304.jpg;img/tn_pics/1304.jpg
20;1302;Blade;07.03.2010 21:35;Битлс;...;96629;1749;img/pics/1302.jpg;img/tn_pics/1302.jpg
20;1303;Blade;08.03.2010 3:16;Эх, кому-то сейчас ... !;...;87415;1736;img/pics/1303.jpg;img/tn_pics/1303.jpg
20;1301;Blade;07.03.2010 20:00;КВН;...;103300;1816;img/pics/1301.jpg;img/tn_pics/1301.jpg
20;1300;Blade;05.03.2010 10:35;Кокурсы;...;74797;1977;img/pics/1300.jpg;img/tn_pics/1300.jpg
31;1155;Blade;02.03.2010 12:46;Бушина Татьяна Андреевна;...;10121;3115;img/pics/1155.jpg;img/tn_pics/1155.jpg
31;1156;Blade;02.03.2010 6:45;Чистякова Наталья Игоревна;...;8516;2901;img/pics/1156.jpg;img/tn_pics/1156.jpg
31;1157;Blade;02.03.2010 8:43;Деденко Леонид Григорьевич;...;10595;2852;img/pics/1157.jpg;img/tn_pics/1157.jpg
31;1158;Blade;02.03.2010 5:14;Эльтеков Виталий Анатольевич;...;6669;2791;img/pics/1158.jpg;img/tn_pics/1158.jpg
31;1159;Blade;02.03.2010 11:58;Гришина Наталья Владимировна;...;16626;2734;img/pics/1159.jpg;img/tn_pics/1159.jpg
31;1160;Blade;04.03.2010 19:13;Гущин Владимир Сергеевич;К сожалению, его уже нет с нами...;10323;2191;img/pics/1160.jpg;img/tn_pics/1160.jpg
31;1161;Blade;04.03.2010 21:29;Караваев Владимир Александрович;...;10290;2825;img/pics/1161.jpg;img/tn_pics/1161.jpg
31;1162;Blade;04.03.2010 14:37;Киров Сергей Александрович;...;8344;2295;img/pics/1162.jpg;img/tn_pics/1162.jpg
31;1163;Blade;04.03.2010 19:22;Кокшаров Юрий Алексеевич;...;9824;2425;img/pics/1163.jpg;img/tn_pics/1163.jpg
31;1164;Blade;04.03.2010 20:29;Колотов Олег Сергеевич;...;12223;2121;img/pics/1164.jpg;img/tn_pics/1164.jpg
31;1165;Blade;05.03.2010 6:10;Кравцов Андрей Владимирович;...;17788;3382;img/pics/1165.jpg;img/tn_pics/1165.jpg
31;1166;Blade;05.03.2010 2:33;Кравцов Владимир Владимирович;...;17658;2814;img/pics/1166.jpg;img/tn_pics/1166.jpg
31;1167;Blade;04.03.2010 15:37;Куликова Ирина Григорьевна;Англичанка;10413;2223;img/pics/1167.jpg;img/tn_pics/1167.jpg
31;1168;Blade;04.03.2010 22:01;Трубицин Борис Вячеславович;Джон Леннон :) Отличный препод!;12107;2603;img/pics/1168.jpg;img/tn_pics/1168.jpg
31;1169;Blade;04.03.2010 14:31;Лысов Борис Александрович;Пожалуй, лучший препод по теормеху!;30259;3945;img/pics/1169.jpg;img/tn_pics/1169.jpg
31;1170;Blade;05.03.2010 5:08;Логгинов Александр Сергеевич;На радиофизике его боятся даже ботаны! Но на самом деле не все так страшно... Ведь пересдача - это не страшно, правда? :);9438;2183;img/pics/1170.jpg;img/tn_pics/1170.jpg
31;1171;Blade;05.03.2010 3:28;Николаев Владимир Иванович;Отличный лектор по физике. А вообще, почитайте мнения!;12166;2586;img/pics/1171.jpg;img/tn_pics/1171.jpg
31;1172;Blade;05.03.2010 0:34;Васильев Юрий Владимирович;Вася - это наше ВСЕ!!! Мега-человечище! :);34837;5076;img/pics/1172.jpg;img/tn_pics/1172.jpg
31;1173;Blade;05.03.2010 1:19;Полевой Петр Валерьевич;Гм, однажды видел, как П.В. хотел поставить тройку старосте нашей, у которой до этого момента все отлы были :(;20155;4506;img/pics/1173.jpg;img/tn_pics/1173.jpg
31;1174;Blade;05.03.2010 1:40;Рыжиков Сергей Борисович;...;10820;2867;img/pics/1174.jpg;img/tn_pics/1174.jpg
31;1175;Blade;04.03.2010 21:53;Самойлов Владимир Николаевич;...;19076;2553;img/pics/1175.jpg;img/tn_pics/1175.jpg
31;3855;Blade;01.06.2010 20:13;Яблонская Камилла Алексеевна;...;14406;1963;img/pics/3855.jpg;img/tn_pics/3855.jpg
31;3856;Blade;01.06.2010 20:19;Ананьева Нина Геннадьевна;...;13264;2094;img/pics/3856.jpg;img/tn_pics/3856.jpg
31;1177;Blade;04.03.2010 15:40;Щепетилов Алексей Валерьевич;...;28583;4961;img/pics/1177.jpg;img/tn_pics/1177.jpg
31;1178;Blade;04.03.2010 17:35;Слепков Александр Иванович;На праке не зверствует...;9742;2613;img/pics/1178.jpg;img/tn_pics/1178.jpg
31;3853;Blade;01.06.2010 20:10;Хапаев Андрей Михайлович;...;23837;1642;img/pics/3853.jpg;img/tn_pics/3853.jpg
31;1180;Blade;04.03.2010 19:01;...Ягола Анатолий Григорьевич;":)))) Взгляд очень добрый. Что-то между ""Вам удовл или на пересдачу?"" =)";7179;2586;img/pics/1180.jpg;img/tn_pics/1180.jpg
20;1299;Blade;05.03.2010 4:23;Что вытворяют, а?;...;77993;1794;img/pics/1299.jpg;img/tn_pics/1299.jpg
20;1298;Blade;05.03.2010 8:44;Танец маленьких утят!?;...;87794;1983;img/pics/1298.jpg;img/tn_pics/1298.jpg
20;1297;Blade;05.03.2010 8:47;Холл 2-го этажа;...;95570;1852;img/pics/1297.jpg;img/tn_pics/1297.jpg
20;1295;Blade;05.03.2010 10:38;no comments;...;60881;1801;img/pics/1295.jpg;img/tn_pics/1295.jpg
31;1188;Blade;05.03.2010 2:09;Бутузов Валентин Федорович;...;139653;2907;img/pics/1188.jpg;img/tn_pics/1188.jpg
31;1189;Blade;04.03.2010 22:31;Шмовель Виктория Францевна;...;57733;3194;img/pics/1189.jpg;img/tn_pics/1189.jpg
31;1190;Blade;04.03.2010 14:56;Алешкевич Виктор Александрович;...;125401;7366;img/pics/1190.jpg;img/tn_pics/1190.jpg
31;1191;Blade;05.03.2010 8:56;Халилов Владислав Рустемович;...;166166;2879;img/pics/1191.jpg;img/tn_pics/1191.jpg
31;1192;Blade;05.03.2010 2:36;Денисов Виктор Иванович;...;28084;2082;img/pics/1192.gif;img/tn_pics/1192.gif
31;1193;Blade;05.03.2010 5:37;Хрусталёв Олег Антонинович;...;38441;2032;img/pics/1193.gif;img/tn_pics/1193.gif
31;1194;Blade;05.03.2010 6:38;Шишкин Сан Саныч;Ну, тут нет слов. Человек - легенда!;15253;3281;img/pics/1194.jpg;img/tn_pics/1194.jpg
31;1195;Blade;05.03.2010 0:50;Шишкин Сан Саныч;Интересно, что этот студент получил в итоге? :);55729;3175;img/pics/1195.jpg;img/tn_pics/1195.jpg
31;1196;Blade;04.03.2010 18:43;Ростовский Владимир Сергеевич;Если у вас Ростовский на экзамене - берите зачетку и уходите :);18019;2765;img/pics/1196.jpg;img/tn_pics/1196.jpg
31;1197;Blade;04.03.2010 17:09;Вишнякова Екатерина Анатольевна;...;12090;2931;img/pics/1197.jpg;img/tn_pics/1197.jpg
31;1198;Blade;04.03.2010 23:57;Ильичева Елена Николаевна;...;14084;2284;img/pics/1198.jpg;img/tn_pics/1198.jpg
31;1199;Blade;08.03.2010 5:28;Могилевский Илья Ефимович;...;21004;4065;img/pics/1199.jpg;img/tn_pics/1199.jpg
31;1200;Blade;08.03.2010 4:34;Медведев Герман Николаевич;...;17034;2495;img/pics/1200.jpg;img/tn_pics/1200.jpg
31;1201;Blade;08.03.2010 11:50;Григорьев Владимир Иванович;...;45252;2909;img/pics/1201.jpg;img/tn_pics/1201.jpg
31;1202;Blade;07.03.2010 20:03;Альшин Александр Борисович;...;76357;2510;img/pics/1202.jpg;img/tn_pics/1202.jpg
31;1203;Blade;07.03.2010 20:44;Семакин Сергей Иванович;Суперский препод, читал лекции по истории на первом курсе;61133;3403;img/pics/1203.jpg;img/tn_pics/1203.jpg
31;1204;Blade;07.03.2010 21:17;Гришунин Сергей Иванович;Философ. 5 курс. :);200244;4459;img/pics/1204.jpg;img/tn_pics/1204.jpg
31;1205;Blade;08.03.2010 3:38;Нифанов Александр Семёнович;...;242987;4043;img/pics/1205.jpg;img/tn_pics/1205.jpg
31;1206;Blade;08.03.2010 5:31;Свешников Константин Алексеевич;Я так понял, что не надо ходить к нему на экзамене по квантам  одним из последних. Когда устает, может тройку сгоряча влепить! :(;125085;2942;img/pics/1206.jpg;img/tn_pics/1206.jpg
47;1207;Blade;02.03.2010 6:32;Вдарим ДФ по ДХ!;...;15292;2151;img/pics/1207.gif;img/tn_pics/1207.gif
47;1208;Blade;02.03.2010 9:41;ДФ нагрянул незаметно...;... хоть виден был издалека!;18497;2089;img/pics/1208.gif;img/tn_pics/1208.gif
47;1209;Blade;02.03.2010 10:20;Осторожно, физик!;...;15649;2392;img/pics/1209.gif;img/tn_pics/1209.gif
47;1210;Blade;02.03.2010 9:49;В физики посвящен - 2002;...;15022;2064;img/pics/1210.jpg;img/tn_pics/1210.jpg
47;1211;Blade;02.03.2010 7:04;ДФ - 2002;...;17116;2109;img/pics/1211.gif;img/tn_pics/1211.gif
47;1212;Blade;02.03.2010 12:59;ДФ - 2002 [2 вариант];...;18960;1959;img/pics/1212.gif;img/tn_pics/1212.gif
47;1213;Blade;02.03.2010 13:02;Первый снег;...;15898;1940;img/pics/1213.jpg;img/tn_pics/1213.jpg
44;1214;Blade;02.03.2010 6:48;Одна лошадиная сила;...;42688;2756;img/pics/1214.jpg;img/tn_pics/1214.jpg
44;1215;Blade;02.03.2010 8:54;Одна лошадиная сила - 2;...;47562;2599;img/pics/1215.jpg;img/tn_pics/1215.jpg
44;1216;Blade;02.03.2010 6:38;50 герц;...;41879;2612;img/pics/1216.jpg;img/tn_pics/1216.jpg
44;1217;Blade;02.03.2010 11:31;50 герц - 2;...;47457;2564;img/pics/1217.jpg;img/tn_pics/1217.jpg
46;1218;Blade;02.03.2010 7:32;Эскизы - 1;...;17890;2136;img/pics/1218.gif;img/tn_pics/1218.gif
46;1219;Blade;02.03.2010 6:26;Эскизы - 2;...;14711;2108;img/pics/1219.gif;img/tn_pics/1219.gif
46;1220;Blade;02.03.2010 11:14;Эскизы - 3;...;21586;2172;img/pics/1220.gif;img/tn_pics/1220.gif
46;1221;Blade;02.03.2010 7:57;Эскизы - 4;...;15239;2067;img/pics/1221.gif;img/tn_pics/1221.gif
46;1222;Blade;02.03.2010 6:52;Эскизы - 5;...;17522;2242;img/pics/1222.gif;img/tn_pics/1222.gif
46;1223;Blade;02.03.2010 6:34;Эскизы - 6;...;20806;2119;img/pics/1223.gif;img/tn_pics/1223.gif
46;1224;Blade;02.03.2010 11:22;Эскизы - 7;...;16706;2071;img/pics/1224.gif;img/tn_pics/1224.gif
46;1225;Blade;02.03.2010 7:45;Эскизы - 8;...;19600;2359;img/pics/1225.gif;img/tn_pics/1225.gif
46;1226;Blade;02.03.2010 21:54;Футболка - 1;...;19732;1773;img/pics/1226.jpg;img/tn_pics/1226.jpg
46;1227;Blade;02.03.2010 22:45;Футболка - 2;...;16059;1614;img/pics/1227.jpg;img/tn_pics/1227.jpg
46;1228;Blade;02.03.2010 23:27;Футболка - 3;...;15271;1643;img/pics/1228.jpg;img/tn_pics/1228.jpg
46;1229;Blade;02.03.2010 22:00;Футболка - 4;...;17016;1730;img/pics/1229.jpg;img/tn_pics/1229.jpg
46;1230;Blade;02.03.2010 22:35;Футболка - 5;...;13738;1702;img/pics/1230.jpg;img/tn_pics/1230.jpg
46;1231;Blade;03.03.2010 0:34;Футболка - 6;...;14389;1720;img/pics/1231.jpg;img/tn_pics/1231.jpg
46;1232;Blade;03.03.2010 0:16;Футболка - 7;...;13866;1625;img/pics/1232.jpg;img/tn_pics/1232.jpg
46;1233;Blade;02.03.2010 21:03;Футболка - 8;...;14543;1612;img/pics/1233.jpg;img/tn_pics/1233.jpg
46;1234;Blade;03.03.2010 3:30;Футболка - 9;...;18109;1694;img/pics/1234.jpg;img/tn_pics/1234.jpg
46;1235;Blade;03.03.2010 6:07;Футболка - 10;...;16606;1666;img/pics/1235.jpg;img/tn_pics/1235.jpg
46;1236;Blade;03.03.2010 5:03;Футболка - 11;...;16319;1704;img/pics/1236.jpg;img/tn_pics/1236.jpg
